tournament_location,tournament_name,Date,indoor_or_outdoor,Surface,Round,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before,tournament_id,draw_size,tournament_level,tournament_date,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,106432,105583,Madrid_2022_105583_106432,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,Q,Dusan Lajovic,R,180.0,SRB,31.8,,PR,Borna Coric,R,188.0,CRO,25.4,3,140.0,7.0,3.0,92.0,65.0,51.0,13.0,15.0,5.0,6.0,4.0,1.0,92.0,64.0,44.0,15.0,14.0,3.0,5.0,77.0,801.0,264.0,191.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,125802,207518,Madrid_2022_207518_125802,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,Q,Lorenzo Musetti,R,185.0,ITA,20.1,,,Ilya Ivashka,R,193.0,BLR,28.1,3,126.0,2.0,2.0,96.0,69.0,44.0,14.0,15.0,5.0,9.0,2.0,3.0,79.0,43.0,30.0,20.0,14.0,2.0,6.0,63.0,896.0,48.0,1017.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,202197,104792,Madrid_2022_104792_202197,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,,Gael Monfils,R,193.0,FRA,35.6,,WC,Carlos Gimeno Valero,U,,ESP,20.8,3,55.0,4.0,0.0,38.0,26.0,24.0,8.0,8.0,0.0,0.0,0.0,1.0,41.0,33.0,17.0,3.0,7.0,2.0,6.0,21.0,1745.0,369.0,114.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,104926,105932,Madrid_2022_105932_104926,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,,Nikoloz Basilashvili,R,185.0,GEO,30.1,,,Fabio Fognini,R,178.0,ITA,34.9,3,79.0,3.0,0.0,53.0,35.0,26.0,9.0,11.0,1.0,4.0,1.0,5.0,70.0,48.0,27.0,9.0,11.0,5.0,10.0,27.0,1583.0,51.0,986.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,105332,106043,Madrid_2022_106043_105332,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,13.0,,Diego Schwartzman,R,170.0,ARG,29.7,,Q,Benoit Paire,R,196.0,FRA,32.9,3,126.0,2.0,0.0,83.0,55.0,43.0,21.0,14.0,2.0,2.0,8.0,7.0,97.0,57.0,39.0,15.0,13.0,3.0,7.0,15.0,2805.0,62.0,899.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,106234,105676,Madrid_2022_105676_106234,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,Q,David Goffin,R,180.0,BEL,31.4,,,Aslan Karatsev,R,185.0,RUS,28.6,3,91.0,9.0,2.0,62.0,41.0,31.0,13.0,10.0,3.0,4.0,3.0,7.0,82.0,44.0,29.0,15.0,10.0,11.0,15.0,60.0,913.0,34.0,1253.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,126952,111815,Madrid_2022_111815_126952,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,9.0,,Cameron Norrie,L,188.0,GBR,26.6,,Q,Soon Woo Kwon,R,180.0,KOR,24.4,3,109.0,9.0,0.0,67.0,50.0,36.0,7.0,12.0,2.0,4.0,11.0,1.0,78.0,50.0,32.0,11.0,12.0,3.0,7.0,11.0,3335.0,73.0,828.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,202195,105777,Madrid_2022_105777_202195,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,,Grigor Dimitrov,R,188.0,BUL,30.9,,Q,Maxime Cressy,R,198.0,USA,24.9,3,84.0,5.0,3.0,54.0,38.0,33.0,10.0,10.0,1.0,2.0,9.0,7.0,61.0,40.0,29.0,9.0,10.0,3.0,6.0,20.0,1750.0,64.0,888.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,106233,104918,Madrid_2022_104918_106233,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,WC,Andy Murray,R,190.0,GBR,34.9,,PR,Dominic Thiem,R,185.0,AUT,28.6,3,102.0,9.0,2.0,62.0,36.0,28.0,18.0,10.0,3.0,3.0,3.0,2.0,58.0,33.0,22.0,14.0,9.0,1.0,3.0,78.0,783.0,91.0,725.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,200005,133430,Madrid_2022_133430_200005,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,14.0,,Denis Shapovalov,L,185.0,CAN,23.0,,LL,Ugo Humbert,L,188.0,FRA,23.8,3,116.0,5.0,1.0,89.0,62.0,41.0,19.0,11.0,9.0,9.0,4.0,1.0,57.0,41.0,30.0,10.0,10.0,0.0,1.0,16.0,2671.0,46.0,1053.0
Madrid,Mutua Madrid Open,2022-05-02,Outdoor,Clay,1st Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,111575,106298,Madrid_2022_106298_111575,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-02,,WC,Lucas Pouille,R,185.0,FRA,28.1,,,Karen Khachanov,R,198.0,RUS,25.9,3,95.0,1.0,1.0,74.0,47.0,31.0,18.0,10.0,7.0,7.0,5.0,0.0,66.0,49.0,31.0,8.0,9.0,6.0,8.0,174.0,338.0,26.0,1633.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,7.0,5.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,106198,128034,Madrid_2022_128034_106198,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,12.0,,Hubert Hurkacz,R,196.0,POL,25.2,,Q,Hugo Dellien,R,180.0,BOL,28.8,3,175.0,14.0,1.0,100.0,63.0,46.0,20.0,16.0,1.0,4.0,4.0,1.0,129.0,97.0,58.0,18.0,17.0,10.0,16.0,14.0,3008.0,81.0,775.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,105077,105227,Madrid_2022_105227_105077,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,,,Marin Cilic,R,198.0,CRO,33.5,,,Albert Ramos,L,188.0,ESP,34.2,3,134.0,18.0,3.0,96.0,58.0,44.0,17.0,14.0,7.0,10.0,2.0,1.0,81.0,55.0,36.0,13.0,14.0,2.0,6.0,24.0,1695.0,43.0,1106.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,202385,105138,Madrid_2022_105138_202385,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,17.0,,Roberto Bautista Agut,R,183.0,ESP,34.0,,,Jenson Brooksby,R,188.0,USA,21.5,3,82.0,4.0,1.0,53.0,33.0,22.0,11.0,7.0,5.0,6.0,1.0,2.0,51.0,33.0,18.0,3.0,7.0,5.0,11.0,19.0,1993.0,42.0,1107.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,122330,200175,Madrid_2022_200175_122330,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,,,Miomir Kecmanovic,R,183.0,SRB,22.6,,,Alexander Bublik,R,196.0,KAZ,24.8,3,76.0,0.0,0.0,53.0,31.0,26.0,18.0,11.0,0.0,0.0,19.0,5.0,81.0,53.0,40.0,9.0,11.0,5.0,7.0,32.0,1291.0,33.0,1263.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,126207,106426,Madrid_2022_106426_126207,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,,,Cristian Garin,R,185.0,CHI,25.9,,,Frances Tiafoe,R,188.0,USA,24.2,3,60.0,6.0,0.0,46.0,28.0,24.0,7.0,8.0,0.0,1.0,6.0,1.0,49.0,35.0,20.0,3.0,8.0,5.0,10.0,39.0,1168.0,25.0,1640.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,105807,122298,Madrid_2022_122298_105807,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,,,Botic Van De Zandschulp,R,188.0,NED,26.5,16.0,,Pablo Carreno Busta,R,188.0,ESP,30.8,3,162.0,11.0,0.0,123.0,87.0,65.0,20.0,17.0,10.0,11.0,5.0,0.0,98.0,77.0,54.0,16.0,16.0,3.0,5.0,31.0,1294.0,18.0,2135.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,1st Round,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,124187,200624,Madrid_2022_200624_124187,0.0,0.0,0.0,0.0,2022-1536,64,M,2022-05-03,,,Sebastian Korda,R,196.0,USA,21.8,15.0,,Reilly Opelka,R,211.0,USA,24.6,3,101.0,2.0,2.0,62.0,45.0,35.0,7.0,10.0,2.0,3.0,8.0,3.0,83.0,47.0,30.0,16.0,11.0,9.0,13.0,30.0,1301.0,17.0,2465.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,2nd Round,2.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,207733,126094,Madrid_2022_126094_207733,0.0,0.0,2.0,5.0,2022-1536,64,M,2022-05-03,6.0,,Andrey Rublev,R,188.0,RUS,24.5,,WC,Jack Draper,L,191.0,GBR,20.3,3,139.0,15.0,2.0,88.0,53.0,41.0,16.0,15.0,8.0,12.0,6.0,3.0,108.0,55.0,34.0,29.0,15.0,8.0,12.0,8.0,4025.0,121.0,544.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,2nd Round,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,104792,104925,Madrid_2022_104925_104792,0.0,0.0,2.0,9.0,2022-1536,64,M,2022-05-03,1.0,,Novak Djokovic,R,188.0,SRB,34.9,,,Gael Monfils,R,193.0,FRA,35.6,3,87.0,2.0,3.0,68.0,43.0,30.0,14.0,9.0,5.0,5.0,0.0,2.0,43.0,26.0,16.0,7.0,8.0,0.0,3.0,1.0,8400.0,21.0,1745.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,2nd Round,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,133430,104918,Madrid_2022_104918_133430,2.0,5.0,2.0,4.0,2022-1536,64,M,2022-05-03,,WC,Andy Murray,R,190.0,GBR,34.9,14.0,,Denis Shapovalov,L,185.0,CAN,23.0,3,128.0,3.0,0.0,69.0,45.0,35.0,13.0,12.0,2.0,3.0,2.0,1.0,83.0,63.0,38.0,10.0,12.0,7.0,11.0,78.0,783.0,16.0,2671.0
Madrid,Mutua Madrid Open,2022-05-03,Outdoor,Clay,2nd Round,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,105932,207989,Madrid_2022_207989_105932,0.0,0.0,2.0,4.0,2022-1536,64,M,2022-05-03,7.0,,Carlos Alcaraz,R,185.0,ESP,18.9,,,Nikoloz Basilashvili,R,185.0,GEO,30.1,3,83.0,4.0,1.0,54.0,35.0,23.0,11.0,10.0,2.0,5.0,2.0,7.0,60.0,33.0,20.0,8.0,11.0,3.0,9.0,9.0,3818.0,27.0,1583.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,105138,105554,Madrid_2022_105554_105138,2.0,5.0,2.0,10.0,2022-1536,64,M,2022-05-04,,,Daniel Evans,R,175.0,GBR,31.9,17.0,,Roberto Bautista Agut,R,183.0,ESP,34.0,3,178.0,9.0,1.0,93.0,69.0,57.0,9.0,16.0,6.0,8.0,1.0,0.0,116.0,71.0,49.0,20.0,17.0,6.0,9.0,36.0,1242.0,19.0,1993.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,134770,105583,Madrid_2022_105583_134770,1.0,3.0,0.0,0.0,2022-1536,64,M,2022-05-04,,Q,Dusan Lajovic,R,180.0,SRB,31.8,5.0,,Casper Ruud,R,183.0,NOR,23.3,3,137.0,5.0,0.0,88.0,63.0,50.0,12.0,15.0,2.0,5.0,6.0,2.0,94.0,62.0,47.0,21.0,15.0,3.0,5.0,77.0,801.0,7.0,4110.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,105227,100644,Madrid_2022_100644_105227,0.0,0.0,1.0,2.0,2022-1536,64,M,2022-05-04,2.0,,Alexander Zverev,R,198.0,GER,25.0,,,Marin Cilic,R,198.0,CRO,33.5,3,137.0,11.0,4.0,89.0,69.0,53.0,9.0,15.0,6.0,8.0,4.0,2.0,88.0,55.0,42.0,14.0,15.0,6.0,9.0,3.0,7420.0,24.0,1695.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,104545,111815,Madrid_2022_111815_104545,2.0,4.0,2.0,3.0,2022-1536,64,M,2022-05-04,9.0,,Cameron Norrie,L,188.0,GBR,26.6,,,John Isner,R,206.0,USA,37.0,3,135.0,8.0,1.0,90.0,68.0,53.0,15.0,16.0,0.0,1.0,29.0,9.0,112.0,71.0,54.0,18.0,16.0,4.0,7.0,11.0,3335.0,23.0,1706.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,200175,104745,Madrid_2022_104745_200175,0.0,0.0,2.0,4.0,2022-1536,64,M,2022-05-04,3.0,,Rafael Nadal,L,185.0,ESP,35.9,,,Miomir Kecmanovic,R,183.0,SRB,22.6,3,115.0,3.0,3.0,65.0,44.0,32.0,11.0,10.0,2.0,4.0,1.0,1.0,63.0,44.0,28.0,6.0,9.0,2.0,6.0,4.0,6435.0,32.0,1291.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,200221,128034,Madrid_2022_128034_200221,1.0,4.0,2.0,5.0,2022-1536,64,M,2022-05-04,12.0,,Hubert Hurkacz,R,196.0,POL,25.2,,,Alejandro Davidovich Fokina,R,183.0,ESP,22.9,3,147.0,13.0,2.0,105.0,75.0,49.0,20.0,16.0,6.0,9.0,4.0,0.0,101.0,88.0,57.0,7.0,16.0,3.0,6.0,14.0,3008.0,29.0,1470.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,122298,105676,Madrid_2022_105676_122298,2.0,6.0,1.0,3.0,2022-1536,64,M,2022-05-04,,Q,David Goffin,R,180.0,BEL,31.4,,,Botic Van De Zandschulp,R,188.0,NED,26.5,3,90.0,2.0,3.0,65.0,36.0,25.0,18.0,9.0,4.0,5.0,3.0,5.0,70.0,48.0,29.0,8.0,9.0,5.0,9.0,60.0,913.0,31.0,1294.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,106043,105777,Madrid_2022_105777_106043,2.0,5.0,1.0,8.0,2022-1536,64,M,2022-05-04,,,Grigor Dimitrov,R,188.0,BUL,30.9,13.0,,Diego Schwartzman,R,170.0,ARG,29.7,3,69.0,6.0,1.0,40.0,29.0,24.0,6.0,7.0,1.0,1.0,0.0,5.0,49.0,32.0,14.0,6.0,8.0,3.0,8.0,20.0,1750.0,15.0,2805.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,200624,207518,Madrid_2022_207518_200624,1.0,1.0,2.0,5.0,2022-1536,64,M,2022-05-04,,Q,Lorenzo Musetti,R,185.0,ITA,20.1,,,Sebastian Korda,R,196.0,USA,21.8,3,101.0,1.0,3.0,60.0,37.0,26.0,11.0,9.0,4.0,6.0,4.0,3.0,70.0,42.0,24.0,11.0,10.0,3.0,8.0,63.0,896.0,30.0,1301.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,200282,206173,Madrid_2022_206173_200282,1.0,3.0,1.0,-1.0,2022-1536,64,M,2022-05-04,10.0,,Jannik Sinner,R,188.0,ITA,20.7,,,Alex De Minaur,R,183.0,AUS,23.2,3,74.0,1.0,3.0,50.0,30.0,21.0,11.0,9.0,2.0,4.0,1.0,1.0,48.0,32.0,17.0,5.0,8.0,2.0,7.0,12.0,3015.0,22.0,1736.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,106426,200000,Madrid_2022_200000_106426,0.0,0.0,2.0,8.0,2022-1536,64,M,2022-05-04,8.0,,Felix Auger Aliassime,R,193.0,CAN,21.7,,,Cristian Garin,R,185.0,CHI,25.9,3,69.0,8.0,0.0,52.0,42.0,27.0,7.0,8.0,3.0,4.0,1.0,2.0,48.0,29.0,17.0,5.0,7.0,7.0,12.0,10.0,3625.0,39.0,1168.0
Madrid,Mutua Madrid Open,2022-05-04,Outdoor,Clay,2nd Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,106298,126774,Madrid_2022_126774_106298,0.0,0.0,2.0,5.0,2022-1536,64,M,2022-05-04,4.0,,Stefanos Tsitsipas,R,193.0,GRE,23.7,,WC,Lucas Pouille,R,185.0,FRA,28.1,3,68.0,7.0,1.0,48.0,33.0,31.0,5.0,10.0,0.0,1.0,2.0,1.0,47.0,29.0,21.0,8.0,9.0,5.0,8.0,5.0,5690.0,174.0,338.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,,,,,,,,,,,,,Walkover,104918,104925,Madrid_2022_104925_104918,2.0,7.0,3.0,11.0,2022-1536,64,M,2022-05-05,1.0,,Novak Djokovic,R,188.0,SRB,34.9,,WC,Andy Murray,R,190.0,GBR,34.9,3,0.0,,,,,,,,,,,,,,,,,,,1.0,8400.0,78.0,783.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,105554,126094,Madrid_2022_126094_105554,1.0,0.0,3.0,7.0,2022-1536,64,M,2022-05-05,6.0,,Andrey Rublev,R,188.0,RUS,24.5,,,Daniel Evans,R,175.0,GBR,31.9,3,148.0,8.0,5.0,91.0,47.0,41.0,16.0,12.0,3.0,5.0,1.0,2.0,106.0,71.0,43.0,17.0,12.0,9.0,12.0,8.0,4025.0,36.0,1242.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,105583,128034,Madrid_2022_128034_105583,2.0,5.0,2.0,2.0,2022-1536,64,M,2022-05-05,12.0,,Hubert Hurkacz,R,196.0,POL,25.2,,Q,Dusan Lajovic,R,180.0,SRB,31.8,3,96.0,16.0,1.0,72.0,42.0,35.0,15.0,11.0,3.0,3.0,3.0,0.0,68.0,38.0,25.0,18.0,10.0,9.0,11.0,14.0,3008.0,77.0,801.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,6.0,3.0,1.0,0.0,,,,,,,1.0,0.0,Retired,207518,100644,Madrid_2022_100644_207518,1.0,2.0,3.0,6.0,2022-1536,64,M,2022-05-05,2.0,,Alexander Zverev,R,198.0,GER,25.0,,Q,Lorenzo Musetti,R,185.0,ITA,20.1,3,39.0,7.0,0.0,23.0,18.0,16.0,4.0,5.0,0.0,0.0,0.0,0.0,27.0,20.0,12.0,4.0,5.0,0.0,2.0,3.0,7420.0,63.0,896.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,105676,104745,Madrid_2022_104745_105676,2.0,6.0,4.0,12.0,2022-1536,64,M,2022-05-05,3.0,,Rafael Nadal,L,185.0,ESP,35.9,,Q,David Goffin,R,180.0,BEL,31.4,3,189.0,7.0,4.0,109.0,72.0,55.0,20.0,17.0,2.0,5.0,3.0,2.0,116.0,85.0,57.0,14.0,16.0,8.0,11.0,4.0,6435.0,60.0,913.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,206173,200000,Madrid_2022_200000_206173,2.0,9.0,3.0,10.0,2022-1536,64,M,2022-05-05,8.0,,Felix Auger Aliassime,R,193.0,CAN,21.7,10.0,,Jannik Sinner,R,188.0,ITA,20.7,3,79.0,5.0,0.0,41.0,29.0,26.0,7.0,8.0,0.0,0.0,1.0,1.0,62.0,42.0,20.0,10.0,7.0,4.0,8.0,10.0,3625.0,12.0,3015.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,105777,126774,Madrid_2022_126774_105777,2.0,5.0,4.0,14.0,2022-1536,64,M,2022-05-05,4.0,,Stefanos Tsitsipas,R,193.0,GRE,23.7,,,Grigor Dimitrov,R,188.0,BUL,30.9,3,78.0,10.0,0.0,49.0,34.0,29.0,12.0,10.0,0.0,0.0,4.0,0.0,54.0,27.0,19.0,14.0,9.0,3.0,5.0,5.0,5690.0,20.0,1750.0
Madrid,Mutua Madrid Open,2022-05-05,Outdoor,Clay,3rd Round,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,111815,207989,Madrid_2022_207989_111815,2.0,5.0,3.0,7.0,2022-1536,64,M,2022-05-05,7.0,,Carlos Alcaraz,R,185.0,ESP,18.9,9.0,,Cameron Norrie,L,188.0,GBR,26.6,3,159.0,7.0,4.0,105.0,73.0,52.0,14.0,15.0,7.0,9.0,3.0,2.0,101.0,63.0,47.0,16.0,16.0,2.0,7.0,9.0,3818.0,11.0,3335.0
Madrid,Mutua Madrid Open,2022-05-06,Outdoor,Clay,Quarterfinals,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,128034,104925,Madrid_2022_104925_128034,2.0,7.0,4.0,10.0,2022-1536,64,M,2022-05-06,1.0,,Novak Djokovic,R,188.0,SRB,34.9,12.0,,Hubert Hurkacz,R,196.0,POL,25.2,3,81.0,6.0,1.0,55.0,36.0,29.0,13.0,10.0,0.0,0.0,3.0,2.0,55.0,36.0,28.0,7.0,9.0,4.0,6.0,1.0,8400.0,14.0,3008.0
Madrid,Mutua Madrid Open,2022-05-06,Outdoor,Clay,Quarterfinals,6.0,2.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,104745,207989,Madrid_2022_207989_104745,3.0,9.0,3.0,8.0,2022-1536,64,M,2022-05-06,7.0,,Carlos Alcaraz,R,185.0,ESP,18.9,3.0,,Rafael Nadal,L,185.0,ESP,35.9,3,148.0,4.0,3.0,70.0,39.0,26.0,16.0,12.0,6.0,9.0,1.0,1.0,74.0,52.0,30.0,13.0,12.0,1.0,5.0,9.0,3818.0,4.0,6435.0
Madrid,Mutua Madrid Open,2022-05-06,Outdoor,Clay,Quarterfinals,6.0,3.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,126094,126774,Madrid_2022_126774_126094,4.0,10.0,3.0,3.0,2022-1536,64,M,2022-05-06,4.0,,Stefanos Tsitsipas,R,193.0,GRE,23.7,6.0,,Andrey Rublev,R,188.0,RUS,24.5,3,119.0,10.0,1.0,75.0,48.0,39.0,14.0,14.0,3.0,5.0,5.0,5.0,88.0,47.0,38.0,18.0,13.0,5.0,7.0,5.0,5690.0,8.0,4025.0
Madrid,Mutua Madrid Open,2022-05-06,Outdoor,Clay,Quarterfinals,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,200000,100644,Madrid_2022_100644_200000,2.0,5.0,4.0,18.0,2022-1536,64,M,2022-05-06,2.0,,Alexander Zverev,R,198.0,GER,25.0,8.0,,Felix Auger Aliassime,R,193.0,CAN,21.7,3,115.0,1.0,9.0,68.0,43.0,32.0,14.0,10.0,3.0,4.0,1.0,1.0,83.0,49.0,32.0,13.0,11.0,6.0,10.0,3.0,7420.0,10.0,3625.0
Madrid,Mutua Madrid Open,2022-05-07,Outdoor,Clay,Semifinals,6.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,104925,207989,Madrid_2022_207989_104925,4.0,11.0,4.0,12.0,2022-1536,64,M,2022-05-07,7.0,,Carlos Alcaraz,R,185.0,ESP,18.9,1.0,,Novak Djokovic,R,188.0,SRB,34.9,3,215.0,4.0,4.0,136.0,91.0,67.0,23.0,18.0,5.0,6.0,8.0,2.0,129.0,86.0,57.0,28.0,18.0,8.0,10.0,9.0,3818.0,1.0,8400.0
Madrid,Mutua Madrid Open,2022-05-07,Outdoor,Clay,Semifinals,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,126774,100644,Madrid_2022_100644_126774,4.0,10.0,5.0,11.0,2022-1536,64,M,2022-05-07,2.0,,Alexander Zverev,R,198.0,GER,25.0,4.0,,Stefanos Tsitsipas,R,193.0,GRE,23.7,3,113.0,4.0,4.0,66.0,48.0,40.0,10.0,13.0,1.0,2.0,1.0,0.0,77.0,43.0,32.0,19.0,14.0,2.0,5.0,3.0,7420.0,5.0,5690.0
Rome,Internazionali BNL d'Italia,2022-05-08,Outdoor,Clay,1st Round,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,126207,105936,Rome_2022_105936_126207,0.0,0.0,0.0,0.0,2022-0416,64,M,2022-05-08,,,Filip Krajinovic,R,185.0,SRB,30.1,,,Frances Tiafoe,R,188.0,USA,24.2,3,128.0,6.0,1.0,108.0,74.0,55.0,16.0,12.0,5.0,6.0,15.0,1.0,82.0,54.0,39.0,18.0,12.0,3.0,4.0,54.0,960.0,26.0,1605.0
